#acquisition error/standby/quality issue events
Start Time;End Time;Error Description;Error Value
# --- 2025 --- #
2021-02-07 13:52:01;2021-02-07 13:54:50;Local contamination;nan
2021-02-07 13:55:35;2021-02-07 13:55:35;Missing due to calibration or zero/span check;386.336
2021-02-07 13:56:01;2021-02-07 13:58:01;Local contamination;259.7901652892562
2021-02-07 13:58:39;2021-02-07 14:01:01;Missing due to calibration or zero/span check;nan
2021-02-07 14:02:32;2021-02-07 14:02:32;Missing due to calibration or zero/span check;416.788
2021-02-07 14:03:01;2021-02-07 14:07:01;Local contamination;nan
2021-02-07 14:08:01;2021-02-07 14:18:01;Local contamination;nan
2021-02-07 14:23:01;2021-02-07 14:26:01;Local contamination;nan
2021-02-07 14:27:01;2021-02-07 14:30:10;Local contamination;nan
2021-02-07 14:33:01;2021-02-07 14:36:01;Local contamination;nan
2021-02-07 14:36:48;2021-02-07 14:36:49;Missing due to calibration or zero/span check;355.5875
2021-02-07 14:37:01;2021-02-07 14:40:19;Local contamination;nan
2021-02-07 14:41:01;2021-02-07 14:43:01;Local contamination;197.64935537190084
2021-02-07 14:43:39;2021-02-07 14:51:01;Missing due to calibration or zero/span check;nan
2021-02-07 14:55:01;2021-02-07 15:01:01;Local contamination;nan
2021-02-07 15:02:01;2021-02-07 15:06:01;Local contamination;nan
2021-02-07 15:07:01;2021-02-07 15:10:06;Local contamination;nan
2021-02-07 15:11:19;2021-02-07 15:11:19;Missing due to calibration or zero/span check;285.29
2021-02-07 15:12:20;2021-02-07 15:12:20;Missing due to calibration or zero/span check;286.366
2021-02-07 15:13:39;2021-02-07 15:16:01;Missing due to calibration or zero/span check;nan
2021-02-07 15:18:08;2021-02-07 15:18:08;Missing due to calibration or zero/span check;331.575
2021-02-07 15:18:39;2021-02-07 15:24:17;Missing due to calibration or zero/span check;nan
2021-02-07 15:25:01;2021-02-07 15:28:01;Local contamination;130.2187458563536
2021-02-07 15:29:01;2021-02-07 15:32:01;Local contamination;129.06058563535913
2021-02-07 15:33:39;2021-02-07 15:37:01;Missing due to calibration or zero/span check;nan
2021-02-07 15:38:39;2021-02-07 15:43:01;Missing due to calibration or zero/span check;nan
2021-02-07 15:43:39;2021-02-07 15:50:21;Missing due to calibration or zero/span check;nan
2021-02-07 15:51:01;2021-02-07 15:59:02;Local contamination;nan
2021-02-07 15:59:16;2021-02-07 15:59:16;Missing due to calibration or zero/span check;173.976
2021-02-07 16:00:00;2021-02-07 16:00:01;Erreur inconnue;nan
2021-02-07 16:01:01;2021-02-07 16:06:01;Local contamination;101.99880398671097
2021-02-07 16:08:01;2021-02-07 16:11:01;Local contamination;nan
2021-02-07 16:12:01;2021-02-07 16:15:08;Local contamination;nan
2021-02-07 16:18:01;2021-02-07 16:20:31;Local contamination;nan
2021-02-07 16:21:01;2021-02-07 16:23:01;Local contamination;144.3654132231405
2021-02-07 16:23:39;2021-02-07 16:27:01;Missing due to calibration or zero/span check;nan
2021-02-07 16:27:26;2021-02-07 16:27:27;Missing due to calibration or zero/span check;236.337
2021-02-07 16:28:01;2021-02-07 16:36:01;Local contamination;nan
2021-02-07 16:37:01;2021-02-07 16:40:01;Local contamination;92.86562983425415
2021-02-07 16:41:01;2021-02-07 16:57:01;Local contamination;nan
2021-02-07 16:58:01;2021-02-07 17:01:01;Local contamination;nan
2021-02-07 17:02:01;2021-02-07 17:11:01;Local contamination;nan
2021-02-07 17:15:01;2021-02-07 17:17:01;Local contamination;86.40419008264462
2021-02-07 17:18:39;2021-02-07 17:21:01;Missing due to calibration or zero/span check;nan
2021-02-07 17:23:19;2021-02-07 17:23:19;Missing due to calibration or zero/span check;150.27
2021-02-07 17:23:39;2021-02-07 17:24:48;Missing due to calibration or zero/span check;nan
2021-02-07 17:27:01;2021-02-07 17:30:58;Local contamination;nan
2021-02-07 17:32:01;2021-02-07 17:35:32;Local contamination;nan
2021-02-07 17:37:08;2021-02-07 17:37:08;Missing due to calibration or zero/span check;263.148
2021-02-07 17:38:39;2021-02-07 17:46:01;Missing due to calibration or zero/span check;nan
2021-02-07 17:47:01;2021-02-07 17:49:01;Local contamination;98.00556198347108
2021-02-07 17:51:01;2021-02-07 17:53:01;Local contamination;97.3568429752066
2021-02-07 17:53:39;2021-02-07 17:55:27;Missing due to calibration or zero/span check;nan
2021-02-07 17:58:39;2021-02-07 18:01:01;Missing due to calibration or zero/span check;nan
2021-02-07 18:01:50;2021-02-07 18:01:50;Missing due to calibration or zero/span check;186.439
2021-02-07 18:03:39;2021-02-07 18:05:30;Missing due to calibration or zero/span check;nan
2021-02-07 18:08:39;2021-02-07 18:10:35;Missing due to calibration or zero/span check;nan
2021-02-07 18:13:01;2021-02-07 18:20:01;Local contamination;nan
2021-02-07 18:21:01;2021-02-07 18:22:01;Local contamination;101.1268524590164
2021-02-07 18:28:39;2021-02-07 18:31:18;Missing due to calibration or zero/span check;nan
2021-02-07 18:33:39;2021-02-07 18:35:30;Missing due to calibration or zero/span check;nan
2021-02-07 18:35:45;2021-02-07 18:35:45;Missing due to calibration or zero/span check;214.123
2021-02-07 18:37:01;2021-02-07 18:38:01;Local contamination;140.79301639344263
2021-02-07 18:38:39;2021-02-07 18:40:32;Missing due to calibration or zero/span check;nan
2021-02-07 18:42:58;2021-02-07 18:42:58;Missing due to calibration or zero/span check;206.651
2021-02-07 18:43:39;2021-02-07 18:46:00;Missing due to calibration or zero/span check;nan
2021-02-07 18:48:39;2021-02-07 18:54:49;Missing due to calibration or zero/span check;nan
2021-02-07 19:00:00;2021-02-07 19:00:01;Erreur inconnue;nan
2021-02-07 19:03:39;2021-02-07 19:04:41;Missing due to calibration or zero/span check;nan
2021-02-07 19:08:39;2021-02-07 19:09:58;Missing due to calibration or zero/span check;nan
2021-02-07 19:10:11;2021-02-07 19:10:11;Missing due to calibration or zero/span check;182.52
2021-02-07 19:11:01;2021-02-07 19:12:01;Local contamination;105.89155737704918
2021-02-07 19:13:01;2021-02-07 19:15:18;Local contamination;nan
2021-02-07 19:18:39;2021-02-07 19:20:24;Missing due to calibration or zero/span check;nan
2021-02-07 19:21:26;2021-02-07 19:21:26;Missing due to calibration or zero/span check;193.842
2021-02-07 19:23:39;2021-02-07 19:29:46;Missing due to calibration or zero/span check;nan
2021-02-07 19:38:39;2021-02-07 19:40:47;Missing due to calibration or zero/span check;nan
2021-02-07 19:41:42;2021-02-07 19:41:42;Missing due to calibration or zero/span check;128.503
2021-02-07 19:43:39;2021-02-07 19:45:17;Missing due to calibration or zero/span check;nan
2021-02-07 19:46:01;2021-02-07 19:47:01;Local contamination;98.14932786885247
2021-02-07 19:48:19;2021-02-07 19:48:19;Missing due to calibration or zero/span check;143.485
2021-02-07 19:48:39;2021-02-07 19:50:33;Missing due to calibration or zero/span check;nan
2021-02-07 19:51:46;2021-02-07 19:51:46;Missing due to calibration or zero/span check;187.232
2021-02-07 19:53:39;2021-02-07 19:55:27;Missing due to calibration or zero/span check;nan
2021-02-07 19:55:43;2021-02-07 19:55:43;Missing due to calibration or zero/span check;183.665
2021-02-07 19:56:11;2021-02-07 19:56:11;Missing due to calibration or zero/span check;192.113
2021-02-07 19:58:39;2021-02-07 20:05:12;Missing due to calibration or zero/span check;nan
2021-02-07 20:13:39;2021-02-07 20:17:01;Missing due to calibration or zero/span check;nan
2021-02-07 20:18:39;2021-02-07 20:20:11;Missing due to calibration or zero/span check;nan
2021-02-07 20:23:39;2021-02-07 20:25:34;Missing due to calibration or zero/span check;nan
2021-02-07 20:28:01;2021-02-07 20:30:31;Local contamination;nan
2021-02-07 20:32:30;2021-02-07 20:32:31;Missing due to calibration or zero/span check;211.8715
2021-02-07 20:33:39;2021-02-07 20:39:26;Missing due to calibration or zero/span check;nan
2021-02-07 20:48:39;2021-02-07 20:51:28;Missing due to calibration or zero/span check;nan
2021-02-07 20:53:39;2021-02-07 20:55:37;Missing due to calibration or zero/span check;nan
2021-02-07 20:56:19;2021-02-07 20:56:19;Missing due to calibration or zero/span check;75.727
2021-02-07 20:57:37;2021-02-07 20:57:37;Missing due to calibration or zero/span check;170.927
2021-02-07 20:58:39;2021-02-07 21:00:13;Missing due to calibration or zero/span check;nan
2021-02-07 21:03:39;2021-02-07 21:05:26;Missing due to calibration or zero/span check;nan
2021-02-07 21:06:04;2021-02-07 21:06:04;Missing due to calibration or zero/span check;204.531
2021-02-07 21:08:39;2021-02-07 21:15:19;Missing due to calibration or zero/span check;nan
2021-02-07 21:23:39;2021-02-07 21:26:01;Missing due to calibration or zero/span check;nan
2021-02-07 21:28:39;2021-02-07 21:29:57;Missing due to calibration or zero/span check;nan
2021-02-07 21:33:39;2021-02-07 21:35:36;Missing due to calibration or zero/span check;nan
2021-02-07 21:37:28;2021-02-07 21:37:28;Missing due to calibration or zero/span check;229.065
2021-02-07 21:38:13;2021-02-07 21:38:13;Missing due to calibration or zero/span check;221.365
2021-02-07 21:38:39;2021-02-07 21:40:16;Missing due to calibration or zero/span check;nan
2021-02-07 21:40:41;2021-02-07 21:40:41;Missing due to calibration or zero/span check;228.582
2021-02-07 21:43:18;2021-02-07 21:43:18;Missing due to calibration or zero/span check;219.919
2021-02-07 21:43:39;2021-02-07 21:49:45;Missing due to calibration or zero/span check;nan
2021-02-07 21:58:39;2021-02-07 22:01:13;Missing due to calibration or zero/span check;nan
2021-02-07 22:03:39;2021-02-07 22:04:58;Missing due to calibration or zero/span check;nan
2021-02-07 22:05:54;2021-02-07 22:05:54;Missing due to calibration or zero/span check;193.596
2021-02-07 22:08:39;2021-02-07 22:10:10;Missing due to calibration or zero/span check;nan
2021-02-07 22:13:39;2021-02-07 22:15:22;Missing due to calibration or zero/span check;nan
2021-02-07 22:17:40;2021-02-07 22:17:41;Missing due to calibration or zero/span check;246.089
2021-02-07 22:17:54;2021-02-07 22:17:54;Missing due to calibration or zero/span check;231.847
2021-02-07 22:18:39;2021-02-07 22:24:43;Missing due to calibration or zero/span check;nan
2021-02-07 22:33:39;2021-02-07 22:36:11;Missing due to calibration or zero/span check;nan
2021-02-07 22:38:39;2021-02-07 22:40:07;Missing due to calibration or zero/span check;nan
2021-02-07 22:43:00;2021-02-07 22:43:00;Missing due to calibration or zero/span check;83.539
2021-02-07 22:43:39;2021-02-07 22:45:18;Missing due to calibration or zero/span check;nan
2021-02-07 22:46:48;2021-02-07 22:46:48;Missing due to calibration or zero/span check;212.714
2021-02-07 22:46:55;2021-02-07 22:46:55;Missing due to calibration or zero/span check;75.394
2021-02-07 22:48:39;2021-02-07 22:50:45;Missing due to calibration or zero/span check;nan
2021-02-07 22:52:02;2021-02-07 22:52:02;Missing due to calibration or zero/span check;224.165
2021-02-07 22:53:39;2021-02-07 23:00:31;Missing due to calibration or zero/span check;nan
2021-02-07 23:08:39;2021-02-07 23:11:05;Missing due to calibration or zero/span check;nan
2021-02-07 23:13:39;2021-02-07 23:15:36;Missing due to calibration or zero/span check;nan
2021-02-07 23:18:39;2021-02-07 23:20:35;Missing due to calibration or zero/span check;nan
2021-02-07 23:21:46;2021-02-07 23:21:46;Missing due to calibration or zero/span check;170.598
2021-02-07 23:23:39;2021-02-07 23:25:48;Missing due to calibration or zero/span check;nan
2021-02-07 23:27:45;2021-02-07 23:27:45;Missing due to calibration or zero/span check;187.777
2021-02-07 23:27:58;2021-02-07 23:27:59;Missing due to calibration or zero/span check;196.0135
2021-02-07 23:28:39;2021-02-07 23:34:41;Missing due to calibration or zero/span check;nan
2021-02-07 23:35:01;2021-02-07 23:36:01;Local contamination;57.94718032786885
2021-02-07 23:43:39;2021-02-07 23:45:56;Missing due to calibration or zero/span check;nan
2021-02-07 23:48:39;2021-02-07 23:51:01;Missing due to calibration or zero/span check;nan
2021-02-07 23:53:39;2021-02-07 23:55:12;Missing due to calibration or zero/span check;nan
2021-02-07 23:55:37;2021-02-07 23:55:37;Missing due to calibration or zero/span check;215.201
2021-02-07 23:55:50;2021-02-07 23:55:50;Missing due to calibration or zero/span check;224.672
2021-02-07 23:58:39;2021-02-08 00:00:00;Missing due to calibration or zero/span check;nan
